"","X","CH","Phase","Slope","R2","RMSE.lm","RMSE.lo","Mass.g","Temp.C","sec","CHvol.mL","Tubevol.mL","Resp.DOY","Type","O2.mg_h","PreSec","PostSec","MO2.Cor","corO2.mg_h","MO2","Ex"
"479",49,8,"M1",-0.000167613593065362,0.921257310424372,0.00564423117846455,0.00540922437145506,0.178,18.1310776942356,38324,16.128,0.949,198,"SMR",0.0101970075931616,31484,61166,9.15301486359268e-08,0.00957094137649184,0.0537693335757969,"CUE"
"480",50,8,"M2",-0.000197099384237857,0.928389242861119,0.00630507503108793,0.0057541089032933,0.178,18.2006516290727,39604,16.128,0.949,198,"SMR",0.0119908169792479,31484,61166,9.15301486359268e-08,0.0112475921723242,0.0631887200692372,"CUE"
"481",51,8,"M3",-0.00025654951140962,0.934785866465206,0.00780489196690057,0.00567122632565423,0.178,18.2636591478697,40884,16.128,0.949,198,"SMR",0.0156075486959202,31484,61166,9.15301486359268e-08,0.0147471652987425,0.0828492432513624,"CUE"
"482",52,8,"M4",-0.00019585151466889,0.908486594206332,0.00715963596512063,0.00677621066227304,0.178,18.3213784461153,42164,16.128,0.949,198,"SMR",0.0119149010870025,31484,61166,9.15301486359268e-08,0.0109373590995708,0.061445837638038,"CUE"
"483",53,8,"M5",-0.000185617378261577,0.9219526553452,0.00622048574449487,0.00547995102849007,0.178,18.3818546365915,43444,16.128,0.949,198,"SMR",0.0112922930708726,31484,61166,9.15301486359268e-08,0.0101975924931869,0.0572898454673422,"CUE"
"484",54,8,"M6",-0.000231590855567485,0.943175124152906,0.00654749830462132,0.00634184860728343,0.178,18.4394987468672,44724,16.128,0.949,198,"SMR",0.0140891539256457,31484,61166,9.15301486359268e-08,0.0128772947577061,0.0723443525713824,"CUE"
"485",55,8,"M7",-0.000215125080796554,0.945801064127569,0.00593153962317456,0.00529122541732533,0.178,18.4886967418546,46004,16.128,0.949,198,"SMR",0.0130874354653714,31484,61166,9.15301486359268e-08,0.0117584177071778,0.066058526444819,"CUE"
"486",56,8,"M8",-0.000206703716022262,0.925258264705271,0.00676673696102576,0.00586578732126967,0.178,18.5309523809524,47284,16.128,0.949,198,"SMR",0.0125751099494167,31484,61166,9.15301486359268e-08,0.0111289336009691,0.0625220988818489,"CUE"
"487",57,1,"M1",-0.000291918811762482,0.977372249854904,0.00511603699787779,0.00484598811672771,0.285,18.6572431077694,49432,16.128,1.011,198,"Treat",0.0177119987524015,31484,61166,-7.79302335306145e-08,0.019110690583809,0.0670550546800316,"DF"
"488",58,1,"M2",-0.000303124480676106,0.983023145240982,0.00458826682121209,0.00445540960814453,0.285,18.7320802005013,50712,16.128,1.011,198,"Treat",0.0183918959903343,31484,61166,-7.79302335306145e-08,0.019890338520661,0.0697906614760034,"DF"
"489",59,1,"M3",-0.000384552138290955,0.922506750721215,0.0128375840015044,0.0067868876032181,0.285,18.7892731829574,51992,16.128,1.011,198,"Treat",0.0233324702595207,31484,61166,-7.79302335306145e-08,0.0249306634887666,0.0874760122412861,"DF"
"490",60,1,"M4",-0.000362656208463504,0.957560948903933,0.00879378097679068,0.00482982808603241,0.285,18.8262656641604,53272,16.128,1.011,198,"Treat",0.022003947854798,31484,61166,-7.79302335306145e-08,0.0237018917829631,0.0831645325718002,"DF"
"491",61,1,"M5",-0.000259154519426831,0.972395317114095,0.00502932437985008,0.00488819305734089,0.285,18.833634085213,54552,16.128,1.011,198,"Treat",0.0157240449735113,31484,61166,-7.79302335306145e-08,0.0175217396005955,0.0614797880722651,"DF"
"492",62,1,"M6",-0.000492394717102079,0.974923102382513,0.0090959070967254,0.00620123448453301,0.285,18.8276691729323,55832,16.128,1.011,198,"Treat",0.0298757540233384,31484,61166,-7.79302335306145e-08,0.0317731993493418,0.11148490999769,"DF"
"493",63,1,"M7",-0.000316383568133441,0.978570946479068,0.00539262429955486,0.00447412769541976,0.285,18.8326817042607,57112,16.128,1.011,198,"Treat",0.0191963831663556,31484,61166,-7.79302335306145e-08,0.0211935791912782,0.0743634357588709,"DF"
"494",64,1,"M8",-0.000551051625735719,0.98384873999893,0.00813227832823892,0.00651571811862274,0.285,18.8541353383459,58392,16.128,1.011,198,"Treat",0.0334347267605393,31484,61166,-7.79302335306145e-08,0.0355316734843811,0.124672538541688,"DF"
"495",65,2,"M1",-0.000302115113560329,0.974172089865747,0.00566604673468562,0.00446355319110174,0.202,18.6572431077694,49432,16.128,0.812,198,"Treat",0.018204489974782,31484,61166,4.33753155291664e-08,0.0174259898116645,0.0862672762953689,"DF"
"496",66,2,"M2",-0.000560262298010212,0.991458715738897,0.0059895828606847,0.00461250429051876,0.202,18.7320802005013,50712,16.128,0.812,198,"Treat",0.0337596132387417,31484,61166,4.33753155291664e-08,0.0329255926717469,0.1629979835235,"DF"
"497",67,2,"M3",-0.000868031859821408,0.895381048272694,0.0341757305885343,0.00463632974743784,0.202,18.7892731829574,51992,16.128,0.812,198,"Treat",0.0523048221708866,31484,61166,4.33753155291664e-08,0.0514152812000145,0.254531095049576,"DF"
"498",68,2,"M4",-0.000312500585571941,0.984998858852986,0.00444197417369872,0.00436284385252586,0.202,18.8262656641604,53272,16.128,0.812,198,"Treat",0.0188302852846913,31484,61166,4.33753155291664e-08,0.0178852239099418,0.0885407124254547,"DF"
"499",69,2,"M5",-0.000420099423617923,0.944946924176075,0.0116793878440426,0.00505968933772669,0.202,18.833634085213,54552,16.128,0.812,198,"Treat",0.0253138469490605,31484,61166,4.33753155291664e-08,0.0243132651704337,0.120362698863533,"DF"
"500",70,2,"M6",-0.00036340703656918,0.988865506173798,0.00444161454141795,0.00409434358931833,0.202,18.8276691729323,55832,16.128,0.812,198,"Treat",0.0218977451211418,31484,61166,4.33753155291664e-08,0.0208416429386376,0.103176450191275,"DF"
"501",71,2,"M7",-0.000186526699951288,0.891831523977107,0.0074822266764679,0.0041834280553393,0.202,18.8326817042607,57112,16.128,0.812,198,"Treat",0.0112395020536248,31484,61166,4.33753155291664e-08,0.0101278794672433,0.0501380171645707,"DF"
"502",72,2,"M8",-0.00165251462625704,0.954273172452536,0.0416653850130939,0.00697867429008869,0.202,18.8541353383459,58392,16.128,0.812,198,"Treat",0.0995752433314452,31484,61166,4.33753155291664e-08,0.0984081003411864,0.48716881357023,"DF"
"503",73,3,"M1",-0.000514476909719441,0.971509248045664,0.0101478790630961,0.00489868559496235,0.287,18.6572431077694,49432,16.128,1.091,198,"Treat",0.0313600429273305,31484,61166,-7.20666624789971e-08,0.0326534953855035,0.113775245245657,"DF"
"504",74,3,"M2",-0.00058263451457173,0.919964377367401,0.0197939867507977,0.00788385611722039,0.287,18.7320802005013,50712,16.128,1.091,198,"Treat",0.0355146033626227,31484,61166,-7.20666624789971e-08,0.0369003011487689,0.128572477870275,"DF"
"505",75,3,"M3",-0.000499146451374753,0.956796122885334,0.0122168869252592,0.00578412976353629,0.287,18.7892731829574,51992,16.128,1.091,198,"Treat",0.0304255717728384,31484,61166,-7.20666624789971e-08,0.0319035148869576,0.111162072776856,"DF"
"506",76,3,"M4",-0.000355333233887456,0.98739882370839,0.00462355446632134,0.00444802258673454,0.287,18.8262656641604,53272,16.128,1.091,198,"Treat",0.0216594083382566,31484,61166,-7.20666624789971e-08,0.023229596780349,0.0809393616040036,"DF"
"507",77,3,"M5",-0.000690587465290654,0.985320649686973,0.00970877027441774,0.00697485980352634,0.287,18.833634085213,54552,16.128,1.091,198,"Treat",0.0420948970642849,31484,61166,-7.20666624789971e-08,0.0437573308343504,0.152464567367074,"DF"
"508",78,3,"M6",-0.000640730439797945,0.989012525783393,0.00777865131187951,0.00528779811887887,0.287,18.8276691729323,55832,16.128,1.091,198,"Treat",0.0390558521039717,31484,61166,-7.20666624789971e-08,0.0408105312020103,0.142196972829304,"DF"
"509",79,3,"M7",-0.000642908357748079,0.98755098375835,0.00831414767351541,0.0057867977505845,0.287,18.8326817042607,57112,16.128,1.091,198,"Treat",0.0391886075282057,31484,61166,-7.20666624789971e-08,0.0410355319542174,0.142980947575671,"DF"
"510",80,3,"M8",-0.000617263802863834,0.985090621770411,0.00874668311528361,0.00548693765543697,0.287,18.8541353383459,58392,16.128,1.091,198,"Treat",0.0376254385563256,31484,61166,-7.20666624789971e-08,0.0395646083103104,0.137855778084705,"DF"
"511",81,4,"M1",-0.000437225896312101,0.987907532633017,0.0055716791468853,0.00481347702590078,0.282,18.6572431077694,49432,16.128,1.076,198,"Treat",0.0266354518226161,31484,61166,3.58213438221722e-08,0.0259925303436958,0.0921720934173609,"DF"
"512",82,4,"M2",-0.000549369568803985,0.942688438862085,0.0156020812926799,0.00553058477525232,0.282,18.7320802005013,50712,16.128,1.076,198,"Treat",0.0334671546358837,31484,61166,3.58213438221722e-08,0.032778381836871,0.116235396584649,"DF"
"513",83,4,"M3",-0.000520133596857638,0.928962079744399,0.0165669263507657,0.00617392533994446,0.282,18.7892731829574,51992,16.128,1.076,198,"Treat",0.0316861226136898,31484,61166,3.58213438221722e-08,0.0309514984945847,0.109757086860229,"DF"
"514",84,4,"M4",-0.000500681142789203,0.746057933152389,0.0336452060321685,0.00425936548587349,0.282,18.8262656641604,53272,16.128,1.076,198,"Treat",0.030501094673804,31484,61166,3.58213438221722e-08,0.0297206192346066,0.105392266789385,"DF"
"515",85,4,"M5",-0.000802543574959776,0.984849882234048,0.0114649592800166,0.00511341341057825,0.282,18.833634085213,54552,16.128,1.076,198,"Treat",0.0488903125516896,31484,61166,3.58213438221722e-08,0.0480639857923997,0.170439665930496,"DF"
"516",86,4,"M6",-0.000402397993806279,0.991417988014145,0.00431223953297464,0.0040728742032151,0.282,18.8276691729323,55832,16.128,1.076,198,"Treat",0.0245137638642835,31484,61166,3.58213438221722e-08,0.0236415857849012,0.083835410584756,"DF"
"517",87,4,"M7",-0.000359470180854758,0.989617346758371,0.00424096124763559,0.00383667098522842,0.282,18.8326817042607,57112,16.128,1.076,198,"Treat",0.0218986358415272,31484,61166,3.58213438221722e-08,0.0209806064420526,0.0743993136242999,"DF"
"518",88,4,"M8",-0.000340876505121301,0.985995124383377,0.0046792928015251,0.00444146585517529,0.282,18.8541353383459,58392,16.128,1.076,198,"Treat",0.0207659239907855,31484,61166,3.58213438221722e-08,0.0198020432712185,0.0702200116000657,"DF"
"519",89,6,"M1",-0.000417242834896317,0.96940328225837,0.0085379768574856,0.0083207134425694,0.288,18.5980200501253,49432,16.128,0.768,198,"Treat",0.0249464484070489,31484,61166,-3.21454207011225e-08,0.0255233944177927,0.0886228972840024,"CUE"
"520",90,6,"M2",-0.000549020936317975,0.967696656451724,0.0115537757147311,0.00864271299544537,0.288,18.6769674185464,50712,16.128,0.768,198,"Treat",0.0328253029573281,31484,61166,-3.21454207011225e-08,0.0334433951065693,0.116122899675588,"CUE"
"521",91,6,"M3",-0.000485549175590238,0.963596996644847,0.0108701370266796,0.00802991843085691,0.288,18.7344862155388,51992,16.128,0.768,198,"Treat",0.0290304025495296,31484,61166,-3.21454207011225e-08,0.0296896408372682,0.103089030684959,"CUE"
"522",92,6,"M4",-0.000477943603124041,0.946222319840337,0.0131238724198146,0.00905831800391911,0.288,18.7715037593985,53272,16.128,0.768,198,"Treat",0.0285756744984627,31484,61166,-3.21454207011225e-08,0.0292760589246987,0.101652982377426,"CUE"
"523",93,6,"M5",-0.00057267294256355,0.927425626500542,0.0184518397657661,0.00960934493355747,0.288,18.7780952380952,54552,16.128,0.768,198,"Treat",0.0342394280283436,31484,61166,-3.21454207011225e-08,0.034980958593077,0.121461661781518,"CUE"
"524",94,6,"M6",-0.000716641684272114,0.941557834486964,0.0205647116183916,0.0105960441273396,0.288,18.7720802005013,55832,16.128,0.768,198,"Treat",0.0428471463326086,31484,61166,-3.21454207011225e-08,0.0436298230358395,0.151492441096665,"CUE"
"525",95,6,"M7",-0.000400873317753865,0.915555548542746,0.0140226879312256,0.00831661294978902,0.288,18.7783709273183,57112,16.128,0.768,198,"Treat",0.0239677346205223,31484,61166,-3.21454207011225e-08,0.0247915574622506,0.0860817967439258,"CUE"
"526",96,6,"M8",-0.000605262725865222,0.971840321668817,0.0118670077464663,0.00840078583643316,0.288,18.7980701754386,58392,16.128,0.768,198,"Treat",0.0361879320642106,31484,61166,-3.21454207011225e-08,0.0370529010444364,0.128655906404293,"CUE"
"527",97,7,"M1",-0.000478621288025866,0.988433150601054,0.00596357669777318,0.00442503651809747,0.291,18.5980200501253,49432,16.128,0.818,198,"Treat",0.0286971751874549,31484,61166,-5.60068799784057e-10,0.0287072273022734,0.0986502656435511,"CUE"
"528",98,7,"M2",-0.000455991789116323,0.990061893059105,0.00526209387484762,0.00474527844192058,0.291,18.6769674185464,50712,16.128,0.818,198,"Treat",0.0273403556918365,31484,61166,-5.60068799784057e-10,0.0273511246947187,0.0939901192258376,"CUE"
"529",99,7,"M3",-0.000431847170563534,0.986767408293232,0.00576004723665327,0.00511685901995592,0.291,18.7344862155388,51992,16.128,0.818,198,"Treat",0.0258926926526484,31484,61166,-5.60068799784057e-10,0.0259041785435944,0.0890177956824548,"CUE"
"530",100,7,"M4",-0.000421889686736235,0.986786658807037,0.0056230831782193,0.00511222976788412,0.291,18.7715037593985,53272,16.128,0.818,198,"Treat",0.0252956618373312,31484,61166,-5.60068799784057e-10,0.0253078646163409,0.0869686069290064,"CUE"
"531",101,7,"M5",-0.000415444799185305,0.985730646334194,0.00575727874463647,0.00506800823516865,0.291,18.7780952380952,54552,16.128,0.818,198,"Treat",0.0249092392695525,31484,61166,-5.60068799784057e-10,0.0249221589366259,0.085643157857821,"CUE"
"532",102,7,"M6",-0.000415431705027438,0.987831978983314,0.00531066591578057,0.00513940949978444,0.291,18.7720802005013,55832,16.128,0.818,198,"Treat",0.0249084541700351,31484,61166,-5.60068799784057e-10,0.0249220907251723,0.0856429234542002,"CUE"
"533",103,7,"M7",-0.000407444928242723,0.985511437307973,0.00569025386736778,0.0049306143750937,0.291,18.7783709273183,57112,16.128,0.818,198,"Treat",0.0244295830075772,31484,61166,-5.60068799784057e-10,0.024443936450778,0.0839997816177939,"CUE"
"534",104,7,"M8",-0.000505588590812873,0.987523884443537,0.0065455186382862,0.0056412407919172,0.291,18.7980701754386,58392,16.128,0.818,198,"Treat",0.0303140807279582,31484,61166,-5.60068799784057e-10,0.0303291510592228,0.104223886801453,"CUE"
"535",105,8,"M1",-0.000164288601936291,0.910824560024772,0.00592098016988682,0.00577049672100754,0.178,18.5980200501253,49432,16.128,0.949,198,"Treat",0.00999472710283695,31484,61166,9.15301486359268e-08,0.00835194399511933,0.0469210336804457,"CUE"
"536",106,8,"M2",-0.000152135532768,0.915916223645081,0.00530933094214751,0.00515963661526493,0.178,18.6769674185464,50712,16.128,0.949,198,"Treat",0.00925537812568717,31484,61166,9.15301486359268e-08,0.00749543642771557,0.0421091934141324,"CUE"
"537",107,8,"M3",-0.000198707696859774,0.944142483239301,0.00556695410155963,0.00538895110234588,0.178,18.7344862155388,51992,16.128,0.949,198,"Treat",0.0120886609292399,31484,61166,9.15301486359268e-08,0.0102115606410144,0.0573683182079458,"CUE"
"538",108,8,"M4",-0.000196297393115532,0.885141215314079,0.00814462826928727,0.00596363336859068,0.178,18.7715037593985,53272,16.128,0.949,198,"Treat",0.0119420267265337,31484,61166,9.15301486359268e-08,0.00994776784805416,0.0558863362250234,"CUE"
"539",109,8,"M5",-0.000183949645862077,0.933566320851659,0.00565199057777433,0.00556613482948069,0.178,18.7780952380952,54552,16.128,0.949,198,"Treat",0.0111908342355237,31484,61166,9.15301486359268e-08,0.00907941676679009,0.0510079593639893,"CUE"
"540",110,8,"M6",-0.000230970592379263,0.956314783354211,0.00568596797212625,0.00560461432766462,0.178,18.7720802005013,55832,16.128,0.949,198,"Treat",0.0140514193462218,31484,61166,9.15301486359268e-08,0.0118228432872343,0.0664204679058105,"CUE"
"541",111,8,"M7",-0.000235541535910347,0.948049743494392,0.00635077456748905,0.00575928811757044,0.178,18.7783709273183,57112,16.128,0.949,198,"Treat",0.0143294990952563,31484,61166,9.15301486359268e-08,0.0119837644460147,0.0673245193596333,"CUE"
"542",112,8,"M8",-0.000278935952764489,0.956869215626911,0.00682107446418659,0.00617693151683966,0.178,18.7980701754386,58392,16.128,0.949,198,"Treat",0.0169694591967615,31484,61166,9.15301486359268e-08,0.014506565957266,0.0814975615576742,"CUE"
"543",1,1,"M1",-0.000319868879470392,0.944383480999365,0.00894088704636954,0.00542541619382231,0.48,18.4267418546366,38313,16.128,1.011,199,"SMR",0.0191833043871501,31067,63416,-4.19154173005338e-08,0.0194870235009098,0.0405979656268954,"DF"
"544",2,1,"M2",-0.000498467161066751,0.947875955848558,0.0134635863332836,0.0058105848820251,0.48,18.4798746867168,39593,16.128,1.011,199,"SMR",0.0298942719703596,31067,63416,-4.19154173005338e-08,0.030251642818264,0.0630242558713833,"DF"
"545",3,1,"M3",-0.000279645075134433,0.876046444797579,0.0121158534627939,0.00505245507407526,0.48,18.5243859649123,40873,16.128,1.011,199,"SMR",0.0167709863039923,31067,63416,-4.19154173005338e-08,0.0171820088860413,0.0357958518459194,"DF"
"546",4,1,"M4",-0.000241158711311845,0.962625939997165,0.0054731861856909,0.00502922144417144,0.48,18.5631328320802,42153,16.128,1.011,199,"SMR",0.0144628666982785,31067,63416,-4.19154173005338e-08,0.0149275410144722,0.0310990437801504,"DF"
"547",5,1,"M5",-0.000395154971383217,0.932677074212094,0.0122282468956243,0.00544978564161224,0.48,18.6040852130326,43433,16.128,1.011,199,"SMR",0.0236983920057829,31067,63416,-4.19154173005338e-08,0.0242167180561213,0.0504514959502526,"DF"
"548",6,1,"M6",-0.000283082576922933,0.887486432482673,0.0116095566603746,0.0059195160724688,0.48,18.6406015037594,44713,16.128,1.011,199,"SMR",0.0169771415362529,31067,63416,-4.19154173005338e-08,0.017549119320736,0.0365606652515334,"DF"
"549",7,1,"M7",-0.000298450240489879,0.891054905457669,0.0120199994886243,0.00544416372514978,0.48,18.670626566416,45993,16.128,1.011,199,"SMR",0.0178987772027552,31067,63416,-4.19154173005338e-08,0.018524406721383,0.0385925140028812,"DF"
"550",8,1,"M8",-0.000215262806268095,0.954955295972599,0.00538493238316907,0.0045715400285409,0.48,18.70335839599,47273,16.128,1.011,199,"SMR",0.0129098271226327,31067,63416,-4.19154173005338e-08,0.0135891083754051,0.0283106424487607,"DF"
"551",9,2,"M1",-0.0003575660038725,0.971424430212049,0.00706366457795351,0.00465058504789612,0.5149,18.4267418546366,38313,16.128,0.812,199,"SMR",0.0211430065327423,31067,63416,-2.05328989264306e-07,0.0226308203889515,0.0439518749057127,"DF"
"552",10,2,"M2",-0.000505699356716409,0.973640720241732,0.00958386560789576,0.00490820039768288,0.5149,18.4798746867168,39593,16.128,0.812,199,"SMR",0.0299021850144097,31067,63416,-2.05328989264306e-07,0.0316528199768771,0.0614737230081125,"DF"
"553",11,2,"M3",-0.000372355853102835,0.960751835416512,0.00866848412635353,0.00545968518612763,0.5149,18.5243859649123,40873,16.128,0.812,199,"SMR",0.0220175356420778,31067,63416,-2.05328989264306e-07,0.0240309917108035,0.0466711821922772,"DF"
"554",12,2,"M4",-0.000400809527053829,0.965365935889781,0.00874429272791376,0.00447414614983604,0.5149,18.5631328320802,42153,16.128,0.812,199,"SMR",0.0237000116261227,31067,63416,-2.05328989264306e-07,0.0259762888011068,0.0504491916898558,"DF"
"555",13,2,"M5",-0.000295600232588687,0.980945069727382,0.00474533653575409,0.00445911680674969,0.5149,18.6040852130326,43433,16.128,0.812,199,"SMR",0.0174789481690528,31067,63416,-2.05328989264306e-07,0.0200180464502952,0.038877542144679,"DF"
"556",14,2,"M6",-0.000356261264293793,0.956060894573898,0.00879695441358809,0.00478438290331903,0.5149,18.6406015037594,44713,16.128,0.812,199,"SMR",0.0210658568117471,31067,63416,-2.05328989264306e-07,0.0238677761992479,0.0463541973184072,"DF"
"557",15,2,"M7",-0.000253784319453433,0.93141064724144,0.00793237882972688,0.0050223493021533,0.5149,18.670626566416,45993,16.128,0.812,199,"SMR",0.0150063581716365,31067,63416,-2.05328989264306e-07,0.0180710986653955,0.0350963267923782,"DF"
"558",16,2,"M8",-0.000255394050425063,0.972912357182519,0.00490840547485946,0.00468162317761062,0.5149,18.70335839599,47273,16.128,0.812,199,"SMR",0.0151015421434921,31067,63416,-2.05328989264306e-07,0.0184291037435095,0.0357916172917255,"DF"
"559",17,3,"M1",-0.000254047145897963,0.975915252144755,0.00459684889535432,0.00440132261493263,0.5092,18.4267418546366,38313,16.128,1.091,199,"SMR",0.0152822771946928,31067,63416,-1.90377491825133e-07,0.0166617525004577,0.0327214306764684,"DF"
"560",18,3,"M2",-0.000435333800808908,0.969180518047084,0.00894156682558396,0.00534250461247328,0.5092,18.4798746867168,39593,16.128,1.091,199,"SMR",0.0261876266811241,31067,63416,-1.90377491825133e-07,0.0278107851764252,0.054616624462736,"DF"
"561",19,3,"M3",-0.000459753320616647,0.975079106326857,0.00846579336960978,0.00611629960014388,0.5092,18.5243859649123,40873,16.128,1.091,199,"SMR",0.0276565897326242,31067,63416,-1.90377491825133e-07,0.0295234314174614,0.0579800302778111,"DF"
"562",20,3,"M4",-0.000484511203436022,0.923474528532804,0.0160647983614451,0.00579063102109144,0.5092,18.5631328320802,42153,16.128,1.091,199,"SMR",0.0291459071058308,31067,63416,-1.90377491825133e-07,0.0312564319802043,0.0613834092305661,"DF"
"563",21,3,"M5",-0.000438311763623698,0.969665286765193,0.00892941603601335,0.0050622017530055,0.5092,18.6040852130326,43433,16.128,1.091,199,"SMR",0.0263667668680773,31067,63416,-1.90377491825133e-07,0.0287209749319869,0.0564041141633679,"DF"
"564",22,3,"M6",-0.000331051332805137,0.877379933457724,0.0142548671555551,0.00525207293173433,0.5092,18.6406015037594,44713,16.128,1.091,199,"SMR",0.0199144856192662,31067,63416,-1.90377491825133e-07,0.022512376872712,0.044211266442875,"DF"
"565",23,3,"M7",-0.000331322554800785,0.982344279727604,0.00511614411698779,0.00438377852397143,0.5092,18.670626566416,45993,16.128,1.091,199,"SMR",0.0199308010543565,31067,63416,-1.90377491825133e-07,0.0227723754973385,0.0447218686122123,"DF"
"566",24,3,"M8",-0.000298411161102094,0.963820643977254,0.00665929532377875,0.00459914032434422,0.5092,18.70335839599,47273,16.128,1.091,199,"SMR",0.0179510069512216,31067,63416,-1.90377491825133e-07,0.0210362645837397,0.0413123813506278,"DF"
"567",25,4,"M1",-0.000340595030404803,0.961700049745839,0.00782885953925263,0.00388454135380104,0.3088,18.4267418546366,38313,16.128,1.076,199,"SMR",0.0207159161677028,31067,63416,-1.56731737806344e-07,0.0218515943398476,0.0707629350383664,"DF"
"568",26,4,"M2",-0.000147682928807389,0.669491464382535,0.0119517093472714,0.00465069788067822,0.3088,18.4798746867168,39593,16.128,1.076,199,"SMR",0.00898247742763176,31067,63416,-1.56731737806344e-07,0.0103187722241686,0.0334157131611679,"DF"
"569",27,4,"M3",-0.000360468998311982,0.957347452222582,0.00876368026879143,0.00449072915620167,0.3088,18.5243859649123,40873,16.128,1.076,199,"SMR",0.0219247049530102,31067,63416,-1.56731737806344e-07,0.0234616163739392,0.0759767369622382,"DF"
"570",28,4,"M4",-0.000310024471130208,0.976071869114179,0.00559101134623824,0.0045693927264018,0.3088,18.5631328320802,42153,16.128,1.076,199,"SMR",0.0188565316007008,31067,63416,-1.56731737806344e-07,0.0205940596460219,0.066690607661988,"DF"
"571",29,4,"M5",-0.000366725417509307,0.985779438759477,0.00507329844456225,0.00441621047540675,0.3088,18.6040852130326,43433,16.128,1.076,199,"SMR",0.0223052373860517,31067,63416,-1.56731737806344e-07,0.0242433820557649,0.0785083615795497,"DF"
"572",30,4,"M6",-0.000400990108117474,0.970924572959988,0.00799254099754126,0.00490334579588972,0.3088,18.6406015037594,44713,16.128,1.076,199,"SMR",0.0243893090687988,31067,63416,-1.56731737806344e-07,0.0265280703629042,0.085906963610441,"DF"
"573",31,4,"M7",-0.000323907889064158,0.977740987144237,0.00562915845723873,0.003941050402658,0.3088,18.670626566416,45993,16.128,1.076,199,"SMR",0.0197009588423404,31067,63416,-1.56731737806344e-07,0.0220403367608378,0.0713741475415733,"DF"
"574",32,4,"M8",-0.000305095785651355,0.975289031800338,0.00559365050931205,0.0038242018260109,0.3088,18.70335839599,47273,16.128,1.076,199,"SMR",0.0185567555438524,31067,63416,-1.56731737806344e-07,0.021096750086742,0.0683184912135428,"DF"
"575",33,6,"M1",-0.00038351300273384,0.909504424168334,0.0139338864668384,0.00981488101422345,0.4273,18.3843609022556,38313,16.128,0.768,199,"SMR",0.022737458117242,31067,63416,-5.60962778075624e-08,0.0231439317462356,0.0541631915427934,"CUE"
"576",34,6,"M2",-0.000310242288543681,0.939669146131299,0.0090544933997231,0.00821439096198819,0.4273,18.437969924812,39593,16.128,0.768,199,"SMR",0.0183934338384216,31067,63416,-5.60962778075624e-08,0.0188717107030089,0.0441650145167537,"CUE"
"577",35,6,"M3",-0.000240270555117628,0.91032594709402,0.00868593147710172,0.00813636255643496,0.4273,18.4801503759398,40873,16.128,0.768,199,"SMR",0.0142449972878364,31067,63416,-5.60962778075624e-08,0.0147950773880174,0.0346245667868416,"CUE"
"578",36,6,"M4",-0.00034471796156409,0.943034255565144,0.00975861031384911,0.00859927771887527,0.4273,18.519298245614,42153,16.128,0.768,199,"SMR",0.0204374040969979,31067,63416,-5.60962778075624e-08,0.0210592874327725,0.0492845481693717,"CUE"
"579",37,6,"M5",-0.000144012380479742,0.683708000293763,0.0112820887173282,0.00903757373921929,0.4273,18.5599749373434,43433,16.128,0.768,199,"SMR",0.00853810808546423,31067,63416,-5.60962778075624e-08,0.00923179465683255,0.0216049488809561,"CUE"
"580",38,6,"M6",-0.000246678437654815,0.772769863378708,0.0154070671039777,0.0107017627016935,0.4273,18.596015037594,44713,16.128,0.768,199,"SMR",0.0146249034703411,31067,63416,-5.60962778075624e-08,0.015390393277303,0.0360177703657923,"CUE"
"581",39,6,"M7",-0.000294765880308876,0.944955058628299,0.00819428849459532,0.00784741812949645,0.4273,18.6259398496241,45993,16.128,0.768,199,"SMR",0.0174758790709541,31067,63416,-5.60962778075624e-08,0.0183131721135097,0.0428578799754499,"CUE"
"582",40,6,"M8",-0.00034521085194634,0.944153972764797,0.00967030290376522,0.00904888771970393,0.4273,18.6593984962406,47273,16.128,0.768,199,"SMR",0.0204666262468153,31067,63416,-5.60962778075624e-08,0.0213757225249646,0.0500250936694702,"CUE"
"583",41,7,"M1",-0.000426796320948895,0.988630611090552,0.00527172940791313,0.00481247405943479,0.4612,18.3843609022556,38313,16.128,0.818,199,"SMR",0.025328347169682,31067,63416,-1.21731346527694e-07,0.0262104125066217,0.0568309030932821,"CUE"
"584",42,7,"M2",-0.000394112183785579,0.986621573239741,0.0052860101020567,0.00486952302726967,0.4612,18.437969924812,39593,16.128,0.818,199,"SMR",0.0233886978981666,31067,63416,-1.21731346527694e-07,0.0244265793586617,0.0529630948800125,"CUE"
"585",43,7,"M3",-0.000404110799602648,0.984574376055944,0.00582610719374684,0.00519086662537227,0.4612,18.4801503759398,40873,16.128,0.818,199,"SMR",0.023982068553443,31067,63416,-1.21731346527694e-07,0.0251757661374936,0.0545875241489454,"CUE"
"586",44,7,"M4",-0.000385370380825958,0.982203506684545,0.00597483227878995,0.00533794919168403,0.4612,18.519298245614,42153,16.128,0.818,199,"SMR",0.0228699131538231,31067,63416,-1.21731346527694e-07,0.0242194268614291,0.0525139350854925,"CUE"
"587",45,7,"M5",-0.000372131332022429,0.979918461140675,0.00613593388376223,0.00578348977264434,0.4612,18.5599749373434,43433,16.128,0.818,199,"SMR",0.022084238095644,31067,63416,-1.21731346527694e-07,0.0235895679268055,0.0511482392168376,"CUE"
